timestamp,raw_x,raw_y,smooth_x,smooth_y,pattern
1763246198.0775154,0.0,0.0,0.0,0.0,Circle
1763246198.110718,0.0,0.0,0.0,0.0,Circle
1763246198.1439497,0.0,0.0,0.0,0.0,Circle
1763246198.1771846,0.0,0.0,0.0,0.0,Circle
1763246198.210436,0.0,0.0,0.0,0.0,Circle
1763246198.2436397,0.0,0.0,0.0,0.0,Circle
1763246198.2781625,0.0,0.0,0.0,0.0,Circle
1763246198.3113408,0.0,0.0,0.0,0.0,Circle
1763246198.3480346,0.0,0.0,0.0,0.0,Circle
1763246198.381216,0.0,0.0,0.0,0.0,Circle
1763246198.4144533,0.0,0.0,0.0,0.0,Circle
1763246198.4478116,0.0,0.0,0.0,0.0,Circle
1763246198.4811447,0.0,0.0,0.0,0.0,Circle
1763246198.5144622,0.0,0.0,0.0,0.0,Circle
1763246198.5476794,0.0,0.0,0.0,0.0,Circle
1763246198.5810013,0.0,0.0,0.0,0.0,Circle
1763246198.6143422,0.0,0.0,0.0,0.0,Circle
1763246198.6477425,0.0,0.0,0.0,0.0,Circle
1763246198.6811404,0.0,0.0,0.0,0.0,Circle
1763246198.7144294,0.0,0.0,0.0,0.0,Circle
1763246198.7478347,0.0,0.0,0.0,0.0,Circle
1763246198.782364,0.0,0.0,0.0,0.0,Circle
1763246198.8156395,0.0,0.0,0.0,0.0,Circle
1763246198.8516672,0.0,0.0,0.0,0.0,Circle
1763246198.884907,0.0,0.0,0.0,0.0,Circle
1763246198.9181964,0.0,0.0,0.0,0.0,Circle
1763246198.9514103,0.0,0.0,0.0,0.0,Circle
1763246198.984627,0.0,0.0,0.0,0.0,Circle
1763246199.0179036,0.0,0.0,0.0,0.0,Circle
1763246199.0511444,0.0,0.0,0.0,0.0,Circle
1763246199.084441,0.0,0.0,0.0,0.0,Circle
1763246199.118246,0.0,0.0,0.0,0.0,Circle
1763246199.1514475,0.0,0.0,0.0,0.0,Circle
1763246199.184682,0.0,-0.10146295422369041,0.0,-0.0705589787873624,Circle
1763246199.2178953,0.0,-0.10146295422369041,0.0,-0.08836745316712707,Circle
1763246199.2510962,0.0,-0.10146295422369041,0.0,-0.09472161416654276,Circle
1763246199.2863262,0.0,-0.10146295422369041,0.0,-0.09766541852399513,Circle
1763246199.3195493,0.0,-0.10146295422369041,0.0,-0.09924274748664083,Circle
1763246199.3528316,0.0,0.0,0.0,-0.03069346951693614,Circle
1763246199.3861191,0.0,-0.10648836057454183,0.0,-0.07780181399821777,Circle
1763246199.4194884,0.0,-0.10391493475108747,0.0,-0.09200040324833816,Circle
1763246199.4548519,0.0,-0.10648836057454183,0.0,-0.09897285941599387,Circle
1763246199.488213,0.0,-0.10648836057454183,0.0,-0.10229336872349162,Circle
1763246199.521588,0.0,-0.10648836057454183,0.0,-0.10404779555616675,Circle
1763246199.5548348,0.0,-0.10648836057454183,0.0,-0.10503611073780558,Circle
1763246199.5881364,0.0,-0.10648836057454183,0.0,-0.10561305094223472,Circle
1763246199.6226788,0.0,-0.10648836057454183,0.0,-0.10595667253984356,Circle
1763246199.6559744,0.0,-0.1120375195414278,0.0,-0.10852213347841035,Circle
1763246199.6892672,0.0,-0.1120375195414278,0.0,-0.10996901816722145,Circle
1763246199.7226105,0.0,-0.1417870518994114,0.0,-0.12702465071751423,Circle
1763246199.7559373,0.0,-0.1780667043527416,0.0,-0.15789883438433502,Circle
1763246199.789224,0.0,-0.21869382863990408,0.0,-0.1965240326765292,Circle
1763246199.8225484,0.0,-0.21869382863990408,0.0,-0.20834316765665797,Circle
1763246199.855882,0.0,-0.25633106856084,0.0,-0.23697470430225678,Circle
1763246199.8892536,0.0,-0.3165418652144315,0.0,-0.2903472201670149,Circle
1763246199.9225655,0.0,-0.3165418652144315,0.0,-0.30488967975928993,Circle
1763246199.9584174,0.0,-0.3396639883126369,0.0,-0.3241339502054965,Circle
1763246199.9916308,0.10841546626231995,-0.35253980288097037,0.07650679213249365,-0.33948431241798793,Circle
1763246200.0248458,0.2506415739948674,-0.3977758768177929,0.21369402950201707,-0.37581856706941374,Circle
1763246200.058119,0.2852747252747253,-0.32087912087912085,0.26303064979009994,-0.34393972316221255,Circle
1763246200.0913708,0.2983908045977012,-0.3816091954022988,0.2837972600236524,-0.3639971363875053,Circle
1763246200.1245809,0.2852747252747253,-0.32087912087912085,0.2844359927710076,-0.33994112923286957,Circle
1763246200.1578164,0.26457831325301207,-0.30361445783132524,0.27484656412250863,-0.3193553785822524,Circle
1763246200.1910448,0.2394666666666667,-0.38933333333333325,0.2552091151272221,-0.36318863210849217,Circle
1763246200.2242658,0.0,-0.23681858802502226,0.04342189851987812,-0.27245290429581226,Circle
1763246200.2574925,0.0,-0.21739130434782603,0.014869997117005325,-0.23712722829433344,Circle
1763246200.2907119,-0.09562109025915994,-0.19213583556747088,-0.06500223387324569,-0.20997578927162205,Circle
1763246200.3239596,-0.1849865951742627,-0.19213583556747088,-0.1538732385317068,-0.20087291610174465,Circle
1763246200.3571842,-0.24041159962581848,-0.20112254443405045,-0.21454899897419283,-0.20097404693161175,Circle
1763246200.391771,-0.3190348525469168,-0.23681858802502226,-0.2891960951464303,-0.22039753086765365,Circle
1763246200.4250093,-0.28718428437792326,-0.2478952291861552,-0.28827014871417445,-0.2351227633398334,Circle
1763246200.4612732,-0.3485609867519415,-0.2421196893558702,-0.3250127937380278,-0.23824312284953464,Circle
1763246200.4944937,-0.3333333333333333,-0.2752293577981651,-0.32893569645502685,-0.2588351872550324,Circle
1763246200.5276916,-0.3333333333333333,-0.2752293577981651,-0.33080061825442647,-0.26695862171098783,Circle
1763246200.5609207,-0.3485609867519415,-0.33348560986751935,-0.3393723615638934,-0.30940017495381805,Circle
1763246200.5942295,-0.3333333333333333,-0.36260375709916987,-0.33691779540091854,-0.34252541747580284,Circle
1763246200.6296186,-0.3485609867519415,-0.4248515303791685,-0.3420886012405902,-0.3976770929288667,Circle
1763246200.6628618,-0.3652465294399234,-0.49305887984681657,-0.353834991121554,-0.46480567958112984,Circle
1763246200.6960802,-0.38360985419808946,-0.5681246857717446,-0.3698839029082933,-0.5390551889755439,Circle
1763246200.7293806,-0.32486772486772486,-0.6232804232804233,-0.3445529374026727,-0.5974739734728501,Circle
1763246200.7625957,-0.25829145728643216,-0.5919597989949749,-0.28588221055688123,-0.5950877403263093,Circle
1763246200.795906,-0.25829145728643216,-0.5919597989949749,-0.2703768033580315,-0.5938432576770396,Circle
1763246200.8291326,-0.1577889447236181,-0.5919597989949749,-0.18945978464356303,-0.5930920276041044,Circle
1763246200.862355,-0.09771689497716894,-0.5835616438356165,-0.12478207512470293,-0.5888899172541529,Circle
1763246200.8960369,0.0,-0.5919597989949749,-0.032174402158260285,-0.5901056805777388,Circle
1763246200.9293303,0.0,-0.5919597989949749,-0.013073305905073737,-0.5908443829109775,Circle
1763246200.962702,0.0,-0.6232804232804233,-0.0066870957085113465,-0.6082625623500226,Circle
1763246200.9959533,0.17987421383647803,-0.7408805031446541,0.14030172319442652,-0.70655180208631,Circle
1763246201.029286,0.22855271774721678,-0.7714472822527833,0.20324538244203003,-0.749746663363207,Circle
1763246201.0645053,0.2445690259285214,-0.7554309740714786,0.22816776123084875,-0.7524436860979877,Circle
1763246201.09782,0.18764129615674455,-0.8123587038432555,0.20635728129636513,-0.7896710187162332,Circle
1763246201.131037,0.18764129615674455,-0.8123587038432555,0.1969644734251622,-0.8017449334758289,Circle
1763246201.1642795,-0.08201438848920861,-0.7035971223021583,-0.03723003490829336,-0.7346684858221808,Circle
1763246201.197701,-0.13914174252275682,-0.6046814044213263,-0.11309679945511875,-0.6376173868411088,Circle
1763246201.2321236,-0.3781061114842176,-0.557421087978509,-0.33476900512150815,-0.5824084586410603,Circle
1763246201.2653706,-0.3333333333333333,-0.4914150384843102,-0.3339797545952371,-0.5187490585720481,Circle
1763246201.2986119,-0.3781061114842176,-0.557421087978509,-0.35994140058020485,-0.5383277848435184,Circle
1763246201.331891,-0.3925399644760213,-0.5506216696269981,-0.3781746136388217,-0.5440930787479231,Circle
1763246201.3651464,-0.3705980994969256,-0.46394633873672436,-0.3751518096400719,-0.4915860187019882,Circle
1763246201.4001462,-0.4039174166225516,-0.5452620434092111,-0.39001389061398595,-0.5217719025745939,Circle
1763246201.4333494,-0.4144486692015209,-0.5855513307984791,-0.4027446246827381,-0.5624403539163356,Circle
1763246201.4665518,-0.4144486692015209,-0.5855513307984791,-0.40823128562236166,-0.5748565612960965,Circle
1763246201.4997404,-0.3930963420917053,-0.6069036579082947,-0.40131911763763917,-0.5924995444991865,Circle
1763246201.5329492,-0.3930963420917053,-0.6069036579082947,-0.3976857572860265,-0.5994992187582895,Circle
1763246201.5671954,-0.3930963420917053,-0.6069036579082947,-0.3957593579920894,-0.6027648872348869,Circle
1763246201.6004052,-0.3930963420917053,-0.6069036579082947,-0.3946769191841847,-0.6044945094557699,Circle
1763246201.6336358,-0.3930963420917053,-0.6069036579082947,-0.39404743085303606,-0.6054695736608402,Circle
1763246201.6668694,-0.3601303639326453,-0.6398696360673547,-0.37564509945033087,-0.6242081649217114,Circle
1763246201.700112,-0.3415765069551777,-0.6584234930448222,-0.35664829361832906,-0.6433122933299844,Circle
1763246201.7354627,-0.3058120586637697,-0.6941879413362303,-0.3261905155752358,-0.6738029036872915,Circle
1763246201.7686882,-0.28715083798882685,-0.6581005586592179,-0.30352541459010973,-0.6669950979855492,Circle
1763246201.8019016,-0.24497041420118343,-0.6970414201183432,-0.26675648048524125,-0.6827326929485037,Circle
1763246201.8351412,-0.1436241610738255,-0.7906040268456376,-0.17618389569776563,-0.7593564877938991,Circle
1763246201.868465,-0.08201438848920861,-0.8474820143884892,-0.10926438653812871,-0.8208756514321651,Circle
1763246201.9021504,0.0,-0.8474820143884892,-0.03003867240216481,-0.8358516068564729,Circle
1763246201.9353685,0.11228334589299173,-0.8877166541070083,0.07861015869436448,-0.8674977290643934,Circle
1763246201.9686198,0.0,-0.9600651996740016,0.030790773178261715,-0.9317219828827232,Circle
1763246202.0019584,-0.0883720930232558,-0.8356589147286823,-0.056102639690567356,-0.8680541059928207,Circle
1763246202.0351608,-0.27069351230425054,-0.7293064876957494,-0.23106521028852947,-0.7633380092914863,Circle
1763246202.0683434,-0.32130464954892435,-0.6786953504510755,-0.296392747404716,-0.7039829646541602,Circle
1763246202.1015332,-0.43024010382868266,-0.5697598961713173,-0.3974991512882293,-0.6028488639224553,Circle
1763246202.13479,-0.4172435494021397,-0.5223410950283196,-0.4086134801403163,-0.5469319353182964,Circle
1763246202.1699715,-0.4172435494021397,-0.5223410950283196,-0.4125832836868755,-0.5333528916332926,Circle
1763246202.2032018,-0.42649524874231415,-0.5198434879821129,-0.419118570595456,-0.5268369272261197,Circle
1763246202.2364073,-0.3808156232050546,-0.6191843767949454,-0.3980831550971494,-0.5893385114117813,Circle
1763246202.2696166,-0.3808156232050546,-0.6191843767949454,-0.38948773938190917,-0.6063016222672762,Circle
1763246202.3028774,-0.3601303639326453,-0.6398696360673547,-0.37374334813893695,-0.6250812759613017,Circle
1763246202.3361404,-0.3601303639326453,-0.6398696360673547,-0.3672105609986098,-0.63231452311859,Circle
1763246202.3693786,-0.3601303639326453,-0.6398696360673547,-0.3640986400315481,-0.6356646673723895,Circle
1763246202.4025762,-0.3601303639326453,-0.6398696360673547,-0.36244488188361546,-0.6374250256389937,Circle
1763246202.4358284,-0.3601303639326453,-0.6398696360673547,-0.3615097916081714,-0.6384151773808515,Circle
1763246202.4691384,-0.3415765069551777,-0.6584234930448222,-0.3517491665379908,-0.6482209637355159,Circle
1763246202.5051928,-0.3601303639326453,-0.6398696360673547,-0.35522578526727727,-0.6447586554433592,Circle
1763246202.5383909,-0.3415765069551777,-0.6584234930448222,-0.34899409958458905,-0.6509988416991156,Circle
1763246202.5715868,-0.28715083798882685,-0.6581005586592179,-0.3103372238429222,-0.6540960029360063,Circle
1763246202.6048288,-0.3894736842105263,-0.5636363636363636,-0.3609671884304857,-0.5929735577357923,Circle
1763246202.6381454,-0.3587939698492462,-0.5919597989949749,-0.3600354171809338,-0.5925093794873211,Circle
1763246202.6713922,-0.3601303639326453,-0.6398696360673547,-0.36007270336243447,-0.6198929338267273,Circle
1763246202.704612,-0.28715083798882685,-0.6581005586592179,-0.3130494210558063,-0.6418675166443912,Circle
1763246202.7378395,-0.24497041420118343,-0.6970414201183432,-0.26843026231640127,-0.6760466418469027,Circle
1763246202.771882,-0.30045425048669694,-0.699545749513303,-0.2841433973848108,-0.6885635406153314,Circle
1763246202.8051782,-0.34308348567946373,-0.6569165143205362,-0.3207055089637916,-0.6721805919796313,Circle
1763246202.838406,-0.4040219378427788,-0.5959780621572212,-0.37736515807617005,-0.6219634770951102,Circle
1763246202.8716466,-0.4956921309592189,-0.5043078690407812,-0.4642508652126709,-0.535884959823515,Circle
1763246202.9049437,-0.4956921309592189,-0.5043078690407812,-0.4827709528856764,-0.5173005147162011,Circle
1763246202.9402514,-0.5701598579040852,-0.3730017761989342,-0.5417910288290346,-0.4094985288215549,Circle
1763246202.973496,-0.6060415355569541,-0.3335431088735053,-0.5836958359746477,-0.3573831217259438,Circle
1763246203.0067117,-0.6060415355569541,-0.20767778477029572,-0.5957163416719595,-0.24261286640341923,Circle
1763246203.0399237,-0.6293664890467732,-0.19538188277087026,-0.6144181489451442,-0.21246995849427233,Circle
1763246203.0731661,-0.5941866964784795,-0.2403577417551704,-0.6049900453884369,-0.22588656419670206,Circle
1763246208.1679525,0.0,-0.10146295422369041,0.003943141072422417,-0.09534169320424779,Horizontal Line
1763246208.201177,0.0,0.0,0.0023001628875205854,-0.0302728786919098,Horizontal Line
1763246208.234453,0.0,0.0,0.001371110899948796,-0.012990998539982146,Horizontal Line
1763246208.267741,0.08322552824493319,0.0,0.055519954295896956,-0.006709387017023566,Horizontal Line
1763246208.3009934,0.0,-0.1280811986466892,0.023612752834910506,-0.09403124672161933,Horizontal Line
1763246208.3342147,0.0,-0.1280811986466892,0.011175756080852797,-0.11418175288668608,Horizontal Line
1763246208.3674886,0.0,-0.1280811986466892,0.005954352965195172,-0.12101678451837475,Horizontal Line
1763246208.4015474,0.0,-0.1280811986466892,0.003388518692417819,-0.12412868936362348,Horizontal Line
1763246208.4348483,0.0,-0.10146295422369041,0.001991872826403945,-0.11293681283075799,Horizontal Line
1763246208.4691129,0.0,-0.10146295422369041,0.0011928582274702726,-0.10764003822285409,Horizontal Line
1763246208.5023837,0.0,-0.10146295422369041,0.0007214348356517935,-0.104971821342044,Horizontal Line
1763246208.5356188,0.0,-0.10146295422369041,0.00043895292916020656,-0.10352252978679939,Horizontal Line
1763246208.568882,0.0,-0.10146295422369041,0.0002680528784211065,-0.10269458924814207,Horizontal Line
1763246208.6021037,0.0,-0.10146295422369041,0.00016405095306248844,-0.10220739511745394,Horizontal Line
1763246208.636555,0.0,-0.10146295422369041,0.00010054147534346999,-0.10191588229329338,Horizontal Line
1763246208.669774,0.0,-0.1280811986466892,6.16660019982176e-05,-0.11533731949653567,Horizontal Line
1763246208.702993,0.0,-0.10391493475108747,3.784088073697323e-05,-0.11041833759729147,Horizontal Line
1763246208.7362285,0.0,-0.10391493475108747,2.3227897632041196e-05,-0.10762699390062852,Horizontal Line
1763246208.7694817,0.0,-0.10146295422369041,1.426068743413496e-05,-0.10499378993215232,Horizontal Line
1763246208.8026927,0.0,0.0,8.756310675135676e-06,-0.03126594786703717,Horizontal Line
1763246208.8359635,0.0,0.0,5.376910090925789e-06,-0.013163471315806167,Horizontal Line
1763246208.8691995,0.0,0.0,3.3018952409697695e-06,-0.0067659312940334965,Horizontal Line
1763246208.9031951,0.0,0.0,2.0277095566884506e-06,-0.0038016061453458373,Horizontal Line
1763246208.9364262,0.0,0.0,1.2452457423741326e-06,-0.0022217046546021725,Horizontal Line
1763246208.969621,-0.08181344450234496,0.0,-0.05421347916405962,-0.001325625910074385,Horizontal Line
1763246209.0028272,-0.14527981910683999,-0.12153759185980777,-0.11766967919707273,-0.08799707075183306,Horizontal Line
1763246209.0360417,-0.12041884816753923,-0.12507271669575332,-0.1189738000357863,-0.1102537792043424,Horizontal Line
1763246209.071053,-0.23502304147465433,-0.1744568795260039,-0.20150845277975699,-0.15104444088570138,Horizontal Line
1763246209.1042497,-0.24302246426140225,-0.14635806671204896,-0.22679359097960505,-0.149107084117388,Horizontal Line
1763246209.1374876,-0.24302246426140225,-0.14635806671204896,-0.2349908876002288,-0.14801145556398868,Horizontal Line
1763246209.1706653,-0.20252167060677695,-0.24822695035460987,-0.2179470057299627,-0.21749451610233128,Horizontal Line
1763246209.203922,-0.17707442258340458,-0.3122326775021385,-0.19439378055447032,-0.28434065731511987,Horizontal Line
1763246209.2388842,0.0,-0.4072620215897938,-0.0409886383262458,-0.3747161466972109,Horizontal Line
1763246209.2720473,0.09126594700686948,-0.4072620215897938,0.05990828096514406,-0.3940065588050222,Horizontal Line
1763246209.3052864,0.18613333333333335,-0.4426666666666666,0.1549069558667838,-0.4234743084924343,Horizontal Line
1763246209.3385267,0.18613333333333335,-0.4426666666666666,0.17348578082737098,-0.4333762846359431,Horizontal Line
1763246209.3716962,0.18613333333333335,-0.4426666666666666,0.17964882259555592,-0.4376181262324379,Horizontal Line
1763246209.4071736,0.18613333333333335,-0.4426666666666666,0.182473116992251,-0.43975608539240985,Horizontal Line
1763246209.4404507,0.18613333333333335,-0.4426666666666666,0.18398986674114892,-0.44094474954047214,Horizontal Line
1763246209.4737303,0.18613333333333335,-0.4426666666666666,0.18485297782349958,-0.44163240566115664,Horizontal Line
1763246209.5070305,0.18613333333333335,-0.4426666666666666,0.18535991405790264,-0.4420399076901392,Horizontal Line
1763246209.5403168,0.19661971830985916,-0.41126760563380277,0.1904173463454279,-0.4257389707632146,Horizontal Line
1763246209.5735407,0.19661971830985916,-0.41126760563380277,0.19308600121436104,-0.41875481720795005,Horizontal Line
1763246209.6067696,0.19661971830985916,-0.41126760563380277,0.19454519001269416,-0.41544512656014876,Horizontal Line
1763246209.6399977,0.2083582089552239,-0.49552238805970145,0.20094761616941245,-0.46802430888996704,Horizontal Line
1763246209.6731977,0.15809523809523812,-0.5269841269841269,0.1767623747442607,-0.5056775200304355,Horizontal Line
1763246209.7064648,0.2083582089552239,-0.49552238805970145,0.1929570039151744,-0.5017243266206999,Horizontal Line
1763246209.7422676,0.15809523809523812,-0.5269841269841269,0.17471179851208754,-0.5144139282260132,Horizontal Line
1763246209.7755466,0.14865671641791045,-0.5552238805970149,0.16096313173677887,-0.5378236595283594,Horizontal Line
1763246209.8087296,0.2083582089552239,-0.49552238805970145,0.18806398381317377,-0.5145696318515951,Horizontal Line
1763246209.8419564,0.2083582089552239,-0.6149253731343283,0.19848975617865444,-0.5834078785416518,Horizontal Line
1763246209.8753667,0.15809523809523812,-0.6539682539682539,0.17625095800749427,-0.6303434433999404,Horizontal Line
1763246209.9103541,0.1744919411352488,-0.8255080588647512,0.17550433574425817,-0.7851718603683728,Horizontal Line
1763246209.9435823,0.1744919411352488,-0.8255080588647512,0.17510188280585193,-0.8107170707058377,Horizontal Line
1763246209.9779174,0.1744919411352488,-0.8255080588647512,0.1748633419929681,-0.8181591806747086,Horizontal Line
1763246210.0112467,0.0,-0.7408805031446541,0.039083319685350226,-0.768164681843603,Horizontal Line
1763246210.044433,-0.19748427672955973,-0.7408805031446541,-0.15727232837130592,-0.753064848738519,Horizontal Line
1763246210.0776513,-0.28715083798882685,-0.6581005586592179,-0.2571685275125075,-0.6872144681501371,Horizontal Line
1763246210.1108825,-0.3601303639326453,-0.6398696360673547,-0.3321437839709761,-0.6579067012775215,Horizontal Line
1763246210.1441114,-0.3601303639326453,-0.6398696360673547,-0.34830377530740814,-0.6486281382641765,Horizontal Line
1763246210.1774125,-0.3930963420917053,-0.6069036579082947,-0.374878784282783,-0.6245337575207213,Horizontal Line
1763246210.2106085,-0.38360985419808946,-0.5681246857717446,-0.3789777595022019,-0.5894048270225445,Horizontal Line
1763246210.243887,-0.39424394700776605,-0.4705344906349931,-0.38626041077085005,-0.5026191315368306,Horizontal Line
1763246210.2771332,-0.3770205329838357,-0.4062909567496723,-0.38233084708130105,-0.4339398686528803,Horizontal Line
1763246210.31041,-0.3770205329838357,-0.4062909567496723,-0.3800898106338363,-0.4181397412666102,Horizontal Line
1763246210.345129,-0.36123901213897025,-0.34742570113017995,-0.37097293936704695,-0.37242042112580964,Horizontal Line
1763246210.3783388,-0.36123901213897025,-0.34742570113017995,-0.36655948160647533,-0.3587809519807711,Horizontal Line
1763246210.4115355,-0.36123901213897025,-0.34742570113017995,-0.3642918067620401,-0.35342620097401245,Horizontal Line
1763246210.4447386,-0.36123901213897025,-0.34742570113017995,-0.3630412645789627,-0.3508301724762962,Horizontal Line
